ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
UNKNOWN		UNKNOWN	42151863	41793564	6973247	180.034	40723585	1226160	64547	28541	20902	15304	13370	10397	7877	5865	4077	2864	2276	1500	1161	1047	1183	2950444	2403092	1839470	1329245	950517	586099	396003	248156	150446	93244	
UNKNOWN		UNKNOWN	54386442	54053307	2515711	167.386	52895363	1176813	85995	55729	43125	32633	23299	15957	10245	6693	4475	3688	3401	3681	4433	6155	14757	4331036	3853167	3173843	2482562	1881548	1293867	882992	569039	358124	239747	
UNKNOWN		UNKNOWN	37505476	37053583	2118154	186.509	36486488	841323	53006	28881	20718	15283	10941	6954	4124	2220	1167	745	746	1044	1962	5188	24686	2785610	2418107	1966199	1509351	1100643	793279	502647	324023	199738	134922	
UNKNOWN		UNKNOWN	28859998	28670878	1615399	309.223	27865490	771901	42730	21237	17128	14263	12964	10970	9608	7896	6680	5573	5149	4798	4530	4170	3960	2244082	1924995	1547863	1180498	913979	567474	400225	263448	170086	116027	
UNKNOWN		UNKNOWN	30317070	29695333	1961800	384.527	29204451	824615	49110	24151	19671	16901	15204	13464	11824	10182	8747	8110	7449	6592	6148	6085	5839	2342403	2002875	1613468	1234727	976421	611921	428305	284490	187866	136947	
UNKNOWN		UNKNOWN	48318781	47692373	3113111	199.435	46698078	1313324	78875	40889	29951	22890	19782	16531	13397	10888	7947	6257	5420	4303	3611	3345	3224	3724807	3256193	2676934	2065930	1673564	1043728	746318	495002	325854	217676	
UNKNOWN		UNKNOWN	54591422	53400905	3564576	224.632	53125891	1191868	72516	41776	30437	22478	16401	11353	6710	3535	2717	1773	1478	1761	3181	8543	49004	4104458	3589770	2948962	2278253	1680494	1219237	781500	525932	326148	214152	
UNKNOWN		UNKNOWN	33356208	33010568	1788300	282.161	32424316	738084	48385	27907	21365	16337	11875	7850	4639	2376	1291	942	947	1390	2569	7130	38805	2451587	2145314	1754333	1356788	1000810	740774	465248	301032	185667	127341	
UNKNOWN		UNKNOWN	41125715	40818546	8882625	149.124	39778445	1160310	59011	26272	20040	15140	12690	9646	7895	5393	3626	2499	1937	1399	1193	1073	1185	3055500	2547819	1985868	1460922	1072521	666147	463278	294929	184102	115513	
UNKNOWN		UNKNOWN	26312877	26217889	4794572	182.771	25433429	745091	40369	18063	13053	10298	8522	6786	5302	3997	2581	1783	1414	1198	1166	1086	1146	1862409	1545927	1205113	892770	652522	394581	268133	168630	104073	66118	
UNKNOWN		UNKNOWN	39301345	38988524	6438614	200.722	37905266	1179726	59697	26539	19391	14478	12628	9306	7649	6182	4766	3672	2870	2597	2294	2334	2339	2773429	2267149	1772934	1317017	963303	622573	414982	258383	161296	97925	
UNKNOWN		UNKNOWN	36292414	34113333	1299890	119.824	35373051	784384	43698	23396	16167	11839	8173	5303	2791	1530	765	535	584	743	1398	3561	14496	2435566	2108575	1737694	1387321	1079178	834722	613109	443073	302797	198296	
UNKNOWN		UNKNOWN	37226918	37012938	2993497	136.306	36110836	951824	52980	26147	19608	14991	11576	8397	6462	4640	3216	2167	1847	1340	1181	1124	1003	2630624	2275497	1804204	1359189	1054676	610346	444686	284975	179752	118968	
UNKNOWN		UNKNOWN	38621509	38333373	6454606	192.3	37289506	1123425	58858	26629	20191	14610	12986	10129	8251	6325	4439	3507	2682	2003	1582	1565	1633	2856348	2356253	1834121	1349604	981285	602842	405219	253883	156598	96436	
UNKNOWN		UNKNOWN	28170488	27896478	1760621	208.53	27238931	759115	45905	22454	16610	12925	11544	9152	7885	6335	4673	3717	3095	2426	1977	1682	1684	2164677	1885939	1527378	1166571	914576	563945	404481	269158	175539	118495	
UNKNOWN		UNKNOWN	23482230	23263145	1503481	247.068	22679348	639364	38056	18513	13840	11278	10415	8174	7190	5970	4726	4072	3335	2840	2511	2437	2362	1849781	1601727	1301966	998951	783107	493806	348403	230613	151185	100488	
UNKNOWN		UNKNOWN	58037305	57692863	2773089	171.512	56473928	1250790	86819	54994	41541	30680	21587	15371	10197	6582	4486	3887	3755	3858	4884	7317	16629	4391096	3900116	3209541	2523235	1921271	1324567	901727	581027	366199	246516	
UNKNOWN		UNKNOWN	35324448	34832377	935661	275.922	34381351	772240	43230	23326	16834	12421	9108	6105	3789	2195	1446	1476	1616	2285	3724	8371	34931	2518495	2154894	1745417	1352294	998302	730209	462322	305375	190792	127536	
UNKNOWN		UNKNOWN	39573624	36716793	6338609	173.851	38259392	1135825	54365	23740	17482	12373	11015	8191	6701	4964	3443	2563	1948	1513	1192	1250	1186	2666646	2127478	1610251	1165531	837136	533785	359006	228510	150436	109345	
UNKNOWN		UNKNOWN	36214694	35734987	1703322	341.743	35226800	791072	46401	25846	19100	14053	10395	6565	4486	2436	1820	1775	2358	3545	5938	12078	40026	2551769	2178781	1760274	1356446	987570	727381	438618	282947	171376	112859	
UNKNOWN		UNKNOWN	38837828	38506931	1496086	148.749	37868129	787911	52509	31776	22587	15663	10505	9321	6341	4551	3285	2991	2776	2589	2856	4013	10025	2856136	2618585	2190385	1768584	1443602	926815	693187	463498	302756	205349	
UNKNOWN		UNKNOWN	43998055	43752490	1585129	108.683	42877820	937980	57649	33172	25015	18512	13358	8627	5417	2747	1528	1113	1052	1150	1629	2721	8565	3328354	2898840	2360555	1833210	1360075	939230	619088	404547	252290	166154	
UNKNOWN		UNKNOWN	38249604	38026985	1468193	146.041	37234188	838114	53669	31472	22856	16589	11933	8198	4810	3080	2144	1796	1594	1742	2273	3888	11258	2791641	2453503	2015204	1582229	1193874	826011	557858	365120	227009	153402	
UNKNOWN		UNKNOWN	61212931	60834270	2107255	117.263	59625350	1308035	86365	52165	38929	29035	19761	12310	7096	3812	2307	1946	2001	2804	5859	5096	10060	3825161	4190721	3491281	2768198	2089467	1197647	1024188	659705	413602	271753	
UNKNOWN		UNKNOWN	30127270	29897057	5157306	153.585	29124149	873510	42874	19449	14694	10680	8802	6555	5186	3762	2582	1769	1259	770	638	569	491	2082215	1693396	1304005	947135	686078	424467	283917	177209	107668	66411	
UNKNOWN		UNKNOWN	28402765	28282878	596548	237.613	27440841	822350	40977	17811	13181	10002	8170	6770	5440	4303	3266	2536	2088	1823	1580	1467	1441	1940003	1545624	1161826	826777	580983	353967	229603	141258	85689	54114	
UNKNOWN		UNKNOWN	47771723	46847215	2534107	293.537	46146139	1326036	71064	33341	25781	20374	17114	14191	12352	10727	8869	8076	7553	7074	7072	6867	6539	3422125	2919291	2325876	1759864	1344258	856682	637491	429007	277316	177379	
UNKNOWN		UNKNOWN	27983780	27453309	4837047	161.291	27031652	821134	40419	17861	13334	9925	8678	6477	5166	3806	2608	1849	1474	1045	879	958	981	1944432	1600970	1248629	932178	683447	448571	312704	203998	128460	78362	
UNKNOWN		UNKNOWN	26802404	26729715	4940951	165.557	25914131	761869	39123	18206	13166	10162	8492	6713	5163	3623	2596	1749	1285	1083	882	834	870	1910324	1584770	1237911	916651	673110	410299	279809	175667	109107	68377	
UNKNOWN		UNKNOWN	34656939	34414481	2161599	209.793	33473706	970275	56555	26631	20726	16542	13968	11740	9892	7765	5798	4459	3457	2843	2476	2219	2048	2737994	2346032	1913885	1462152	1112648	704197	491988	320118	209218	139332	
UNKNOWN		UNKNOWN	33403395	26958744	2492303	135.301	32092326	1090181	55756	25324	18720	14396	12245	10062	8449	6668	4956	3976	3214	2863	2673	2568	2500	2937372	2556862	2167753	1769208	1441479	1120764	841988	589504	407939	293853	
UNKNOWN		UNKNOWN	47694544	47160297	4381183	128.062	46271748	1212777	69860	35093	25653	18168	14595	10730	7867	5719	3761	2696	1969	1564	1229	1273	1114	3254606	2837670	2276754	1737169	1366563	775315	575532	374838	236158	156535	
UNKNOWN		UNKNOWN	35807154	35667098	7094859	271.147	34542325	1015085	56780	26831	19246	15579	12607	10060	8137	6842	5031	4191	3583	3380	3448	3785	4058	2480270	2058047	1599956	1175530	875290	525587	357346	222750	137526	86317	
UNKNOWN		UNKNOWN	28212110	28095378	5483388	153.897	27301499	789350	41002	18638	13242	10182	8197	6186	4689	3501	2287	1664	1049	701	567	566	536	1928237	1588350	1222493	890529	644043	378003	256203	158352	97625	60620	
UNKNOWN		UNKNOWN	33416882	33209814	2188048	349.748	32230529	887691	50688	25429	20556	17571	15991	14104	12530	11059	9638	8475	7602	7308	6887	6265	6277	2647746	2282990	1857019	1439897	1147312	716955	499982	324213	210175	140490	
UNKNOWN		UNKNOWN	26375301	26031071	4079369	191.107	25483575	759358	37602	16862	12609	9137	7653	5938	4788	3603	2726	2090	1564	1239	1026	1107	1149	1776520	1443678	1104690	802585	586454	368459	256855	166672	105224	65284	
UNKNOWN		UNKNOWN	27371002	27315667	5427549	187.961	26463063	767789	39617	18279	13241	10473	8616	7005	5496	4173	3010	2177	1659	1466	1353	1341	1525	2024054	1674128	1303192	959064	698705	425153	285677	177633	109304	69573	
UNKNOWN		UNKNOWN	86277474	85419626	6683671	125.045	83980379	1954475	120459	60073	42109	30432	21253	13682	7660	3849	2030	1496	1440	1823	2978	6373	26963	6111725	5240902	4235548	3228758	2325046	1625317	1036026	665079	400862	264827	
UNKNOWN		UNKNOWN	34796269	34658177	1634310	137.76	33686648	969380	49177	21923	15820	11923	9682	7486	5748	4387	2945	2016	1408	1080	912	802	674	2528694	2127218	1651765	1213871	892357	549316	378610	238147	145996	93976	
UNKNOWN		UNKNOWN	28453972	28331989	624022	207.76	27478207	841202	42628	18755	13867	10388	8610	7088	5713	4325	3157	2230	1678	1462	1186	1073	972	2016673	1615275	1229914	883868	619793	385790	245608	149722	91524	55715	
UNKNOWN		UNKNOWN	40568983	40288766	2375838	326.209	39142102	1103497	61282	30235	24572	20109	18793	16036	13853	11939	10104	8826	7606	7190	6421	6125	5889	3147489	2697584	2166598	1653301	1279846	804181	561015	366458	237826	162448	
UNKNOWN		UNKNOWN	60233960	59523941	2757964	781.674	58333247	1178678	95838	68723	57450	44808	31518	19096	15939	13975	13316	19014	23927	45601	162421	110409	0	2828702	5095928	4334092	3480714	2880228	1040374	1503085	905535	573892	340988	
UNKNOWN		UNKNOWN	54519067	53992772	2919859	95.4903	53092035	1216751	73453	40050	28525	20948	14359	9050	5053	2573	1216	681	709	868	1417	2529	8850	3868774	3292062	2658854	2044968	1475216	1020329	652975	413349	252753	166553	
UNKNOWN		UNKNOWN	36537619	36093231	6324799	235.934	35292507	1004310	51986	24358	18759	14783	12696	10315	8495	6648	5222	4162	3634	3484	3572	3773	4358	2756661	2310543	1806939	1349537	1019410	625747	442806	288714	182100	115938	
UNKNOWN		UNKNOWN	58575624	57980676	2182850	658.299	56880712	1159836	83401	52186	40617	30510	20675	12080	10880	9025	8606	11624	15518	36593	124084	79277	0	2668513	4737099	3925995	3083665	2482426	898285	1273157	758562	467068	276270	
UNKNOWN		UNKNOWN	32121529	31697438	2019333	455.298	30868420	882415	53734	28215	22588	19850	18904	15560	14424	13338	11649	11060	10381	9891	9238	9180	9000	2529437	2208999	1795725	1383228	1104929	701691	484897	316845	207111	140145	
UNKNOWN		UNKNOWN	36646299	36100694	6577361	205.078	35331243	1102782	59151	27267	19174	14203	11995	9298	7582	5872	4457	3523	2978	2402	2152	2040	2129	2609245	2129382	1661296	1231045	903841	592761	406120	263536	166025	100962	
UNKNOWN		UNKNOWN	59592529	59179322	2674801	79.9157	58084380	1209096	93019	60962	49428	36994	24268	13809	6633	2893	1423	940	976	1554	3604	2550	0	2640558	4752175	3956095	3088062	2264736	847133	1223033	739064	459415	279888	
UNKNOWN		UNKNOWN	26731248	26633783	466621	174.612	25849092	770379	38019	16660	11869	9273	7297	5717	4777	3595	2383	1637	1202	969	738	649	569	1877188	1496558	1135404	810846	570828	350268	228652	142648	88073	55212	
UNKNOWN		UNKNOWN	26297082	26162490	4920296	195.643	25411955	733245	39397	18952	14003	11004	9308	7155	5552	4440	3159	2422	1869	1605	1587	1632	1838	1961489	1653897	1295416	967492	724380	431290	297740	186955	115967	75036	
UNKNOWN		UNKNOWN	35991417	35712533	2983509	131.916	34691713	1098421	67622	31296	21733	15685	12500	9714	7447	5448	3835	3066	2137	1615	1256	1079	1016	3036215	2597027	2127056	1622283	1204908	802609	539470	340159	212599	134886	
UNKNOWN		UNKNOWN	35811472	35647728	1612119	139.427	34655373	1005505	53023	23704	17185	13632	10896	8067	6151	4566	3125	2102	1545	1153	819	680	599	2580514	2174670	1719366	1270460	916484	577938	393926	245119	152242	96918	
UNKNOWN		UNKNOWN	27504619	27367779	5095327	218.969	26565975	773522	40501	19321	13849	10918	9094	7574	5907	4793	3395	2764	2198	1960	1962	2175	2271	2046403	1703377	1326279	979210	721133	434964	296369	184169	113272	71789	
UNKNOWN		UNKNOWN	73198607	72727225	11798999	191.925	70630071	2188781	109681	49952	36600	27876	23568	18947	15764	11793	8713	6542	4598	4076	3712	3316	3292	5393241	4408339	3466799	2552600	1844802	1198527	779478	485947	301852	182175	
UNKNOWN		UNKNOWN	26737747	26598678	5034036	222.139	25834065	750826	39061	18116	13475	10736	8531	6740	5388	4324	3141	2512	1980	1902	1801	1764	2074	1873048	1542579	1193119	875029	643238	386534	260494	162967	100033	62652	
UNKNOWN		UNKNOWN	34759461	34299035	1656884	179.326	33612226	985936	52624	22741	17149	12884	10895	8407	6720	5176	3987	3032	2368	1981	1650	1624	1515	2442376	2050683	1616543	1210187	898149	572456	399185	254412	160061	99826	
UNKNOWN		UNKNOWN	77611988	66595448	2817949	53.6572	75757717	1590128	92506	49578	35216	25326	17633	11709	6970	3693	2197	1583	1391	1412	1835	2918	10176	5101531	4718517	4151966	3636954	3270604	2645013	2288045	1813495	1326664	910309	
UNKNOWN		UNKNOWN	36146374	35914692	1300667	125.177	35208313	759912	51770	33526	25260	17820	12347	9006	5467	3855	2522	2239	1905	1851	1938	2640	6003	2717634	2459364	2050461	1647635	1300829	861746	617181	407764	259188	174318	
UNKNOWN		UNKNOWN	61686690	60746255	11774164	214.894	59546122	1738075	97659	47996	37458	27418	24578	19694	15862	11872	8633	6470	5453	4501	4275	4356	4868	4771515	4053943	3194952	2401510	1786551	1107565	791992	519757	336935	219085	
UNKNOWN		UNKNOWN	66672133	66315370	2524959	154.702	64946172	1340174	104954	72125	59350	44417	29944	17320	9093	4820	3597	3705	4746	7305	15925	8486	0	3003678	5317012	4404503	3453894	2547949	958516	1375910	840353	516604	306450	
UNKNOWN		UNKNOWN	22798190	22707060	4344130	145.344	22084056	623634	30858	13405	9578	6893	5798	4317	3371	2349	1657	1190	766	625	444	580	575	1507040	1237738	944486	685489	499244	290729	198992	124202	75502	47403	
UNKNOWN		UNKNOWN	30377895	30019150	6223228	196.675	29386324	831756	41663	19385	13968	10133	8695	6396	5423	3954	3132	2503	2233	1916	1923	2074	2359	2139273	1769985	1361991	997583	731694	441961	299601	189583	117792	74570	
UNKNOWN		UNKNOWN	35634458	33004834	1426362	163.414	34511853	952274	46575	20948	16083	12528	10267	8211	6699	5596	4701	3755	3482	3184	2951	3028	2876	2455172	2108300	1711433	1358686	1131725	837194	713625	552962	391437	257373	
UNKNOWN		UNKNOWN	44641601	44375699	2196255	150.222	43457211	993251	60403	32426	23603	17490	12204	7742	4533	2326	1291	857	899	1298	2321	5027	18719	3170096	2780482	2266818	1744570	1270752	896591	574804	367040	226232	153737	
UNKNOWN		UNKNOWN	76948394	76488963	12697618	182.041	74328852	2258949	113561	50630	36932	28500	23679	18677	14834	11212	7899	5293	4234	3330	2706	2379	2440	5515414	4479483	3451691	2500617	1772639	1128047	741408	460982	286298	180638	
UNKNOWN		UNKNOWN	38223434	37879338	2052709	229.07	36904347	1107942	60996	27159	21054	15909	13671	10689	8792	7200	5653	4796	4030	3589	3279	3055	2911	2722679	2298684	1829721	1390085	1044309	660592	450479	283331	173897	108563	
UNKNOWN		UNKNOWN	58380813	57959495	3383891	222.352	56433947	1651298	80944	37094	27673	21367	17705	14303	11875	9307	6725	5416	4277	3835	3350	3336	3361	4195967	3388355	2584000	1862709	1329087	810883	535494	331686	202588	126196	
UNKNOWN		UNKNOWN	31287560	30960194	5086615	161.846	30230599	920234	45650	19381	14134	10907	8803	6801	5320	4041	2871	2037	1541	1205	940	819	811	2200614	1777369	1378239	1004000	715843	463375	309389	197200	122640	73812	
UNKNOWN		UNKNOWN	31057324	30944738	6023138	254.188	29983927	863998	46651	21327	15690	12646	10284	8396	6786	5533	4290	3541	3013	2884	3156	3339	3686	2256038	1873424	1451205	1068516	797385	472417	321817	198574	122747	77272	
UNKNOWN		UNKNOWN	23243284	23156528	1858361	115.886	22618122	546176	26553	12470	8580	6632	5029	3619	2653	2025	1546	1129	1045	812	788	670	689	1518296	1294984	1017987	769389	603379	331355	246309	160887	101449	66538	
UNKNOWN		UNKNOWN	55373245	54937904	10553967	177.173	53564826	1530299	78203	36399	27214	20080	17162	12730	10320	7488	5338	4017	3117	2683	2585	2625	2805	3994927	3310423	2549337	1869175	1375124	817501	559816	352046	215261	135837	
UNKNOWN		UNKNOWN	38271123	34139346	1686609	128.973	37043349	1050541	53329	23542	17799	13784	11675	8721	7352	5853	4593	3529	3006	2601	2380	2344	2181	2582276	2248729	1863983	1525980	1332397	1054455	951463	768272	559399	368332	
UNKNOWN		UNKNOWN	29680481	29120836	5144584	176.048	28722462	819374	40563	18528	13382	10335	8574	6669	5254	4136	2853	2046	1549	1371	1346	1329	1217	2085535	1708803	1323693	971774	706616	434334	303365	206097	151357	130622	
UNKNOWN		UNKNOWN	32355253	29548382	2375881	310.288	31282299	808222	43765	20860	15914	13255	11411	9873	8702	8266	7699	7671	7846	8027	8573	8433	8533	2101593	1858395	1535193	1259380	1139217	810099	723626	577504	427417	302707	
UNKNOWN		UNKNOWN	35429215	35217588	1576276	140.938	34301428	982520	50552	22485	16495	12389	10119	7619	6225	4369	3055	2038	1544	1232	1024	891	802	2519379	2126255	1683358	1250205	919831	558158	387039	244324	151905	96462	
UNKNOWN		UNKNOWN	41780609	40674164	2209508	169.697	40428951	1158401	60901	28026	20771	15335	13478	10341	8334	6183	4481	3432	2731	2365	2066	1978	1844	2950055	2469816	1941019	1477161	1126624	738362	548159	372718	240582	154688	
UNKNOWN		UNKNOWN	36376235	36173886	6589334	194.205	35146597	1044386	52390	22928	17116	12738	10718	8057	6763	5369	3861	2788	2185	1850	1677	1527	1734	2527702	2054976	1581952	1154456	827244	506516	337202	209179	129287	80809	
UNKNOWN		UNKNOWN	58656756	56653996	3293636	358.871	56861254	1177323	117603	95637	87324	71317	52679	33622	20199	9922	6476	6947	8058	17627	55218	35550	0	2844357	5267119	4487447	3580539	2818741	1083664	1609946	1030797	665026	405204	
UNKNOWN		UNKNOWN	78889717	77486276	4021784	291.623	76620817	1579496	136664	107862	96053	74408	53408	30667	18129	10898	6952	9316	10323	20362	68169	46193	0	3786308	6938236	6073232	5008492	3970500	1511131	2219625	1433817	925595	552092	
UNKNOWN		UNKNOWN	30927931	30842383	651319	194.425	29894819	895783	44626	19660	14282	11065	9212	7348	5761	4492	3076	2129	1602	1285	1025	943	781	2170282	1741182	1317562	939778	655787	402319	262242	161088	99028	61966	
UNKNOWN		UNKNOWN	54945737	54614109	3898708	1315.9	52988082	1062899	77680	52787	43902	33098	22588	13710	17844	17605	22377	29378	37529	75016	269129	182113	0	2493538	4517537	3818692	3056987	2728659	924978	1328795	756695	483192	284400	
UNKNOWN		UNKNOWN	50834885	50425764	2074010	141.103	49518004	1031855	81707	53355	41951	31804	21999	12501	6454	3411	2718	2443	3033	5013	12139	6498	0	2267005	4108336	3443307	2725895	2021152	757702	1120054	693449	436673	264849	
UNKNOWN		UNKNOWN	46238723	45995297	10209109	175.071	44683015	1353424	68597	29682	21247	15837	12978	10045	7751	5920	4168	2745	1841	1479	1218	917	839	3052014	2456860	1869031	1334866	937514	587957	385700	236700	145757	90658	
UNKNOWN		UNKNOWN	35683618	35212255	1715674	226.522	34472162	1022316	54973	25125	19023	14626	12925	9965	8117	6351	5094	3971	3338	2861	2709	2565	2402	2547057	2156094	1678684	1251490	931913	580749	397672	253788	156860	99315	
UNKNOWN		UNKNOWN	64859071	64108875	2655380	304.835	62988172	1347499	113354	81696	70756	56464	39908	24377	15521	9011	5790	5676	6104	12222	44955	31887	5679	3629716	5139774	4304650	3402800	2638006	1187435	1343156	842395	528111	327049	
UNKNOWN		UNKNOWN	39901790	39159892	1797767	198.609	38611533	1099670	55978	25501	19395	14552	12675	9898	8053	6194	4716	3920	3435	3030	2834	2657	2526	2840835	2386381	1870068	1409217	1063728	657521	460977	297199	184976	117668	
UNKNOWN		UNKNOWN	31417126	31160135	4903554	221.01	30333105	893775	45059	20547	15031	11246	9771	7960	6475	5086	3824	3078	2657	2246	2067	2185	2170	2225874	1833016	1414348	1043215	765661	469730	316425	201398	124307	77310	
UNKNOWN		UNKNOWN	48874680	27054169	4968512	119.521	47648663	1088966	53316	20975	15066	11280	9644	7453	6412	4197	2759	1784	1045	682	401	273	188	2022030	1745009	1417673	1087769	854952	669718	585347	613672	798749	1231270	
UNKNOWN		UNKNOWN	49721982	49365558	2250702	148.351	48381927	1085543	74806	45134	34026	24884	17153	12322	7747	4824	3217	2770	2557	2794	3459	5484	13335	3707610	3311459	2753121	2205514	1692417	1160272	792227	521613	330741	226184	
UNKNOWN		UNKNOWN	38275909	34258483	6865604	207.725	37047382	1020854	56353	26929	20572	15284	13296	10325	8153	6167	4541	3519	2415	2110	1866	1880	2106	2499184	2116117	1654145	1238864	929474	570660	419810	311893	275245	317817	
UNKNOWN		UNKNOWN	36033867	35879736	1683331	132.003	34904346	991182	48502	21286	15823	11999	9597	7320	5791	4062	2838	1948	1379	1158	974	853	696	2579215	2161478	1687153	1247381	917521	562980	384223	243174	151848	96576	
UNKNOWN		UNKNOWN	23750317	23452320	1522609	204.393	22915952	678431	42405	21346	16384	12157	10695	9040	7238	5812	3909	3106	2587	1853	1421	1393	1240	1859625	1632001	1342471	1028193	809833	520722	360926	240333	159503	105890	
UNKNOWN		UNKNOWN	43976485	43557285	1975480	93.5414	42837371	970008	57812	32226	23443	17106	12349	7711	4338	2014	911	505	445	539	978	1886	6843	3129959	2693371	2165771	1650344	1192564	831024	537717	345056	211609	137738	
UNKNOWN		UNKNOWN	37235915	36937833	6015714	110.184	36164075	928439	46620	23037	16351	11986	10012	7456	5485	3986	2644	1974	1506	1145	1088	941	783	2700006	2345870	1864905	1421574	1118013	654929	485984	316142	200501	133025	
UNKNOWN		UNKNOWN	40582353	35983732	1886334	145.487	39269715	1132755	55430	23651	18116	13850	11791	8970	7384	5883	4659	3639	3039	2787	2435	2449	2382	2636019	2243615	1817158	1447246	1211712	957250	908957	850521	765894	637079	
UNKNOWN		UNKNOWN	38341128	37295694	1676416	218.131	37111312	1040449	53366	24204	18193	14203	11667	9173	7578	6337	5032	4087	3585	3268	3163	3227	2928	2685715	2258320	1777211	1326423	984542	619637	434321	279689	185965	134680	
UNKNOWN		UNKNOWN	46969404	45305225	2124004	72.539	45775037	1034547	57876	30489	21296	15340	10397	6476	3476	1809	950	512	483	510	832	1920	7454	3247566	2824913	2318209	1835023	1397583	1037600	732011	513387	341231	233139	
UNKNOWN		UNKNOWN	26385347	25963576	4343533	145.384	25515763	758511	37436	16532	12262	8667	6857	5164	4040	2969	2164	1431	958	694	577	584	507	1799910	1458221	1115625	811044	583639	366014	246602	155710	98322	61095	
UNKNOWN		UNKNOWN	45228697	44903817	2197149	165.814	43804490	1231026	62081	28176	20135	15907	12816	9767	7866	6035	4400	3513	2830	2351	2156	1996	1802	3204339	2695108	2117461	1577791	1155488	707850	493379	323633	203885	125497	
UNKNOWN		UNKNOWN	60422155	60092890	8913708	107.692	58716372	1461093	80597	40643	28912	21639	16607	12341	8986	6543	4535	3130	2621	2090	1674	1476	1295	4314320	3827146	3103518	2390237	1907214	1094429	836667	551686	352080	235865	
UNKNOWN		UNKNOWN	30365379	30080903	4745072	198.842	29332438	875145	45211	20614	14948	10901	9875	7511	5939	4752	3313	2564	1899	1524	1296	1353	1350	2126689	1746712	1339813	979660	710063	435815	298919	191988	118632	74835	
UNKNOWN		UNKNOWN	31572818	31332682	1351528	127.98	30557576	887528	46444	20680	14605	11205	9040	6819	5202	3853	2589	1643	1135	884	628	494	416	2246312	1902098	1495103	1112188	821009	516358	353108	222890	140326	89604	
UNKNOWN		UNKNOWN	41517157	41255129	2744071	452.431	39935492	1127067	64153	33600	27969	24916	23317	20814	19290	16867	14969	13576	12408	12096	11371	10863	10925	3398938	2941272	2380926	1816036	1406194	882823	609393	394412	253209	171804	
UNKNOWN		UNKNOWN	79631451	78067775	6457717	503.896	77310139	1562778	132877	97486	82049	63403	45133	26896	17753	12183	9608	14742	17132	33949	122963	82360	0	3685518	6898400	5941173	4485335	3544855	1300951	1870305	1166977	738514	444783	
UNKNOWN		UNKNOWN	44601688	44312501	2168263	122.402	43207521	1229314	59515	26422	19006	14610	11694	9074	6634	4591	3230	2126	1524	1037	819	665	609	3159393	2638332	2053946	1516993	1104286	686748	475585	303574	192547	123019	
UNKNOWN		UNKNOWN	35200629	35076380	6548342	245.385	33999486	985371	50931	22594	17044	13431	11084	9211	7220	5902	4559	3596	3279	2773	2972	3323	3442	2416972	2003526	1554783	1141724	847898	516182	349015	217752	133995	84363	
UNKNOWN		UNKNOWN	46037483	45724035	1955845	173.802	44801357	998294	67100	39976	30871	22307	15644	11463	7494	4900	3366	3032	3026	3232	3963	6089	15369	3377197	3006984	2496876	1987933	1529333	1048147	710242	465205	294930	201312	
UNKNOWN		UNKNOWN	40447935	40201979	2947619	247.684	39091321	1086183	63362	31473	24339	20781	17566	15100	12734	10445	7997	6216	5297	4807	4233	3678	3236	3256499	2868020	2338901	1752565	1318220	835283	586838	375879	242835	161966	
UNKNOWN		UNKNOWN	49901584	49240473	1978460	273.233	48557829	1076022	67235	39522	28278	20171	13783	13303	9852	7461	6109	5718	5663	6194	7308	10986	26150	3736486	3255368	2643911	2054552	1553858	1060108	716035	460004	287486	187078	
UNKNOWN		UNKNOWN	40356478	40153428	2527680	237.287	38987297	1095724	65311	30421	23376	19728	16842	14047	12028	9448	7810	6341	5558	4782	4350	3977	3779	3151959	2716696	2216050	1714986	1355980	842403	599772	392603	256907	175839	
UNKNOWN		UNKNOWN	28393251	28276522	5314993	154.051	27482859	790668	40516	18596	12853	9741	7991	5765	4618	3237	2257	1485	1003	768	642	584	557	1894329	1550888	1186208	857574	620705	361352	245260	151637	93247	57830	
UNKNOWN		UNKNOWN	31042659	30771794	996982	135.657	30271134	666191	35023	17494	12424	8894	6355	3941	2237	1147	635	550	524	773	1353	3026	10958	2102442	1783596	1423801	1083520	795723	544921	352838	225456	138805	89711	
UNKNOWN		UNKNOWN	37851123	37421042	1798227	277.511	36520870	1096622	60399	27149	20806	16747	14004	11344	9624	7904	6672	5913	5335	4982	4550	4564	4443	2712131	2288628	1823984	1382574	1039793	662998	463187	301538	193565	122519	
UNKNOWN		UNKNOWN	37515955	37308722	6640240	192.46	36243236	1083757	54807	24613	18177	13308	10889	8726	7321	5628	4020	2784	2237	1840	1616	1581	1521	2597736	2126464	1646465	1203409	867606	533234	358213	223885	138766	86445	
UNKNOWN		UNKNOWN	28521693	28311156	1066362	145.811	27758849	640523	38662	21526	15622	11310	8452	5297	3008	1704	999	671	543	822	1335	2875	9495	1984632	1720553	1393729	1066268	781366	545539	351833	226084	140223	92789	
